No,Year,ID,x,y,Binary Code,Binary Code2,Cen,Index,Outlier,Outlier.Log,Outlier.CLR,Outlier.95,D5outliers,g,gptile,gboolean,D5md.cla,D5md.rob,D5chi_rd,D5chi_md,eucliean,0.7outliers,0.7md.cla,0.7md.rob,0.7chi_rd,0.7chi_md,boolean_euc,boolean_clr,boolean_pc,RD_re,PC1_ILR5,PC2_ILR5,Cu0,As0,Pb0,Zn0,Ni0,Cd0,Cr0,Hg0,F0,Cu_DL,As_DL,Pb_DL,Zn_DL,Ni_DL,Cd_DL,Cu_log,As_log,Pb_log,Zn_log,Ni_log,Cd_log,Cu_MLE,As_MLE,Pb_MLE,Zn_MLE,Ni_MLE,Cd_MLE,Cu_ROS,As_ROS,Pb_ROS,Zn_ROS,Ni_ROS,Cd_ROS,Cu_ALR,As_ALR,Pb_ALR,Zn_ALR,Ni_ALR,Cd_ALR,Cu_ILR,As_ILR,Pb_ILR,Zn_ILR,Ni_ILR,Cd_ILR,z.1,z.2,z.3,z.4,z.5,Cu_CLR,As_CLR,Pb_CLR,Zn_CLR,Ni_CLR,Cd_CLR,ilr.Cu,ilr.As,ilr.Pb,ilr.Zn,ilr.Ni,ilr.Cd,Nigthlight,Altitude,LC7
1,2019,1,953162.7444,1956368.641,1,2,0,1,0,0,0,0,FALSE,10.87450021,0.818925831,1,1.45178169,1.738882292,0.303669974,0.165944785,13.65726061,FALSE,1.45178169,1.676759123,0.270984019,0.165944785,-1,-1,1,1.738882292,1.488457927,0.866276263,28.3,5.07,36.2,130.7,8.4,0.29,0,0,0,28.3,5.07,36.2,130.7,8.4,0.29,3.342861805,1.623340818,3.589059119,4.872904621,2.128231706,-1.237874356,28.3,5.07,36.2,130.7,8.4,0.29,28.3,5.07,36.2,130.7,8.4,0.29,28.3,5.07,36.2,130.7,8.4,0.29,28.3,5.07,36.2,130.7,8.4,0.29,0.052931455,4.46530241,-0.90781586,0.908112345,0.858873179,0.956441186,-0.763079801,1.2026385,2.486484002,-0.258188913,-3.624294975,1.047728825,-0.83591204,1.31742447,2.723806754,-0.282831783,-3.970216225,10,104,4
2,2019,2,952444.3511,1954556.868,1,2,0,1,0,0,0,0,FALSE,13.63143116,0.923785166,1,2.245271393,2.627400912,0.772063147,0.589132461,13.85916143,FALSE,2.245271393,2.549725852,0.739535687,0.589132461,1,-1,1,2.627400912,2.375126432,1.254527777,36.9,5.39,49.3,180.7,7.1,0.51,0,0.21,0,36.9,5.39,49.3,180.7,7.1,0.51,3.608211551,1.684545385,3.897924081,5.196838198,1.960094784,-0.673344553,36.9,5.39,49.3,180.7,7.1,0.51,36.9,5.39,49.3,180.7,7.1,0.51,36.9,5.39,49.3,180.7,7.1,0.51,36.9,5.39,49.3,180.7,7.1,0.51,0.477065074,4.262704678,-0.91847098,0.897825995,1.165394542,0.99583331,-0.927832856,1.28554584,2.584459957,-0.652283457,-3.285722794,1.090880735,-1.01638997,1.408244911,2.831134035,-0.714540726,-3.599328984,10,177,3
3,2019,3,954943.4696,1950632.532,1,1,0,1,0,0,0,0,FALSE,16.81904559,0.962659847,1,1.137728448,1.263366516,0.098278823,0.064495809,13.38114808,FALSE,1.137728448,1.238901605,0.090989758,0.064495809,-1,-1,-1,-1.263366516,-0.181445653,-0.30223607,48.6,8.43,43.9,139.1,31.2,0.29,0,0.08,0,48.6,8.43,43.9,139.1,31.2,0.29,3.883623531,2.131796772,3.78191432,4.935193099,3.440418095,-1.237874356,48.6,8.43,43.9,139.1,31.2,0.29,48.6,8.43,43.9,139.1,31.2,0.29,48.6,8.43,43.9,139.1,31.2,0.29,48.6,8.43,43.9,139.1,31.2,0.29,-0.806945749,4.569464381,-0.815491245,1.249422697,0.313393569,1.061111621,-0.690715138,0.95940241,2.112681189,0.617906185,-4.060386266,1.162389541,-0.756640524,1.050972683,2.314326288,0.676882312,-4.4479303,10,155,3
4,2019,4,955598.2092,1951870.259,1,2,0,2,1,1,0,1,TRUE,17.57131114,0.968797954,1,3.810013465,4.525373501,0.998984269,0.987357531,12.52612513,TRUE,3.810013465,4.345478773,0.997979159,0.987357531,-1,-1,1,4.525373501,0.05946376,0.933636548,83.5,7.78,84.2,76,17.7,0.4,0,0.56,0,83.5,7.78,84.2,76,17.7,0.4,4.424846632,2.051556338,4.433194921,4.33073334,2.87356464,-0.916290732,83.5,7.78,84.2,76,17.7,0.4,83.5,7.78,84.2,76,17.7,0.4,83.5,7.78,84.2,76,17.7,0.4,83.5,7.78,84.2,76,17.7,0.4,-0.613323687,4.32600698,0.072451279,1.304475189,1.096922016,1.558579109,-0.814711185,1.566927398,1.464465817,0.007297116,-3.782558255,1.707337871,-0.892471388,1.716482964,1.604241925,0.00799359,-4.143584963,10,36,1
5,2019,5,955476.3211,1949231.646,1,1,0,1,0,0,0,0,FALSE,12.31951141,0.881841432,1,1.582217764,1.699584501,0.282842578,0.224019029,13.27936396,FALSE,1.582217764,1.682214824,0.273801576,0.224019029,-1,-1,1,1.699584501,0.022063874,-1.727267583,48.3,4.15,24.5,138.2,30.3,0.17,0,0.1,0,48.3,4.15,24.5,138.2,30.3,0.17,3.877431561,1.423108334,3.198673118,4.928701911,3.411147713,-1.771956842,48.3,4.15,24.5,138.2,30.3,0.17,48.3,4.15,24.5,138.2,30.3,0.17,48.3,4.15,24.5,138.2,30.3,0.17,48.3,4.15,24.5,138.2,30.3,0.17,-0.961942963,4.764783664,-1.223315092,1.813586939,0.329712471,1.366247262,-1.088075965,0.687488818,2.417517612,0.899963413,-4.283141141,1.496648889,-1.1919275,0.753106268,2.648257859,0.985860525,-4.69194604,10,99,4
6,2019,6,956289.8471,1948970.48,1,2,0,1,0,0,0,0,FALSE,13.87917871,0.928388747,1,1.216647051,1.262846762,0.098120359,0.084660076,13.7378893,FALSE,1.216647051,1.257725603,0.096567384,0.084660076,1,-1,1,1.262846762,0.629715326,-1.187301706,42.1,4.72,30.7,169.2,27.7,0.25,0,0,0,42.1,4.72,30.7,169.2,27.7,0.25,3.740047741,1.5518088,3.424262655,5.131081447,3.321432413,-1.386294361,42.1,4.72,30.7,169.2,27.7,0.25,42.1,4.72,30.7,169.2,27.7,0.25,42.1,4.72,30.7,169.2,27.7,0.25,42.1,4.72,30.7,169.2,27.7,0.25,-0.58960819,4.62460921,-1.206903142,1.615790622,0.296005737,1.109657958,-1.078580983,0.793872872,2.500691665,0.691042631,-4.016684143,1.21556939,-1.181526269,0.86964416,2.739370468,0.756999274,-4.400057024,10,34,6
7,2019,7,957608.6587,1950462.966,1,2,0,1,0,0,0,0,FALSE,6.968237542,0.502813299,1,2.246835297,2.713588105,0.805024787,0.589982139,13.13063227,FALSE,2.246835297,2.619212356,0.768758907,0.589982139,-1,-1,1,2.713588105,1.720034362,1.006973086,25,2.95,25,81.7,4,0.19,0,0,0,25,2.95,25,81.7,4,0.19,3.218875825,1.08180517,3.218875825,4.403054002,1.386294361,-1.660731207,25,2.95,25,81.7,4,0.19,25,2.95,25,81.7,4,0.19,25,2.95,25,81.7,4,0.19,25,2.95,25,81.7,4,0.19,0.111951179,4.467621174,-0.837340419,0.996762633,1.29583078,1.277513495,-0.859557159,1.277513495,2.461691672,-0.555067968,-3.602093536,1.399445918,-0.941597691,1.399445918,2.696648117,-0.608046494,-3.945895768,10,83,1
8,2019,8,961950.8454,1950810.405,2,2,1,3,0,0,0,0,FALSE,5.876733259,0.369309463,-1,0.914771243,1.051412745,0.046381532,0.025373446,13.37335306,FALSE,0.914771243,1.017971955,0.040412123,0.025373446,-1,-1,1,1.051412745,0.10192332,0.08121746,14.4,3.63,19.9,76.1,8.8,0,0,0,20,14.4,3.63,19.9,76.1,8.8,0.065,2.667228207,1.289232648,2.990719732,4.332048265,2.174751721,-2.733368009,14.4,3.63,19.9,76.1,8.8,0.057410504,14.4,3.63,19.9,76.1,8.8,0.02993249,14.4,3.63,19.9,76.1,8.8,0.060628086,14.4,3.63,19.9,76.1,8.8,0.059132515,-0.668065225,5.298538893,-0.948462502,0.924075979,0.348233462,0.896227167,-0.481768391,1.219718692,2.561047225,0.403750682,-4.598975376,0.981767672,-0.527750831,1.336134883,2.805486672,0.442286712,-5.03792511,10,18,1
9,2019,9,960065.9456,1949449.541,1,1,0,1,0,0,0,0,FALSE,14.70416455,0.941176471,1,1.228804383,1.450898621,0.165581294,0.088082445,13.12919612,FALSE,1.228804383,1.394323932,0.143180789,0.088082445,-1,-1,1,1.450898621,0.119396662,-0.212151229,46.8,6.95,47.7,139.8,23.3,0.2,0,0.12,0,46.8,6.95,47.7,139.8,23.3,0.2,3.845883203,1.93874166,3.864931398,4.94021283,3.148453361,-1.609437912,46.8,6.95,47.7,139.8,23.3,0.2,46.8,6.95,47.7,139.8,23.3,0.2,46.8,6.95,47.7,139.8,23.3,0.2,46.8,6.95,47.7,139.8,23.3,0.2,-0.709279111,4.908785631,-0.760338792,1.272450009,0.493157371,1.157752447,-0.749389097,1.176800642,2.252082073,0.460322604,-4.297568669,1.268254262,-0.820914625,1.289120514,2.467032306,0.504258148,-4.707750605,10,16,1
10,2019,10,962556.2401,1947693.398,1,2,0,1,0,0,0,0,FALSE,10.76887305,0.815345269,1,0.915405916,0.965261312,0.032117798,0.025451318,13.5915301,FALSE,0.915405916,0.96498945,0.032078421,0.025451318,-1,-1,-1,-0.965261312,-0.428075778,-0.25392457,26.7,6.77,21,101.7,20.2,0.2,0,0.05,0,26.7,6.77,21,101.7,20.2,0.2,3.284663565,1.912501087,3.044522438,4.622027303,3.005682604,-1.609437912,26.7,6.77,21,101.7,20.2,0.2,26.7,6.77,21,101.7,20.2,0.2,26.7,6.77,21,101.7,20.2,0.2,26.7,6.77,21,101.7,20.2,0.2,-0.87599282,4.443956378,-1.115464388,1.006472472,0.197269329,0.908003718,-0.464158761,0.66786259,2.245367456,0.629022757,-3.98609776,0.994668237,-0.508460447,0.731606812,2.459676811,0.689059906,-4.366551319,10,19,6
11,2019,11,965244.2091,1950203.489,1,2,0,2,1,1,0,0,FALSE,25.71647556,0.993350384,1,2.072333343,2.356696529,0.647941094,0.492169188,13.27160001,FALSE,2.072333343,2.284819741,0.610421329,0.492169188,-1,-1,1,2.356696529,1.304791067,-0.614156219,105.3,7.07,79.5,267.1,32.1,0.57,0,0.39,297,105.3,7.07,79.5,267.1,32.1,0.57,4.656813419,1.95586048,4.375757022,5.58762312,3.46885603,-0.562118918,105.3,7.07,79.5,267.1,32.1,0.57,105.3,7.07,79.5,267.1,32.1,0.57,105.3,7.07,79.5,267.1,32.1,0.57,105.3,7.07,79.5,267.1,32.1,0.57,-0.277718536,4.526501085,-0.856918736,1.720337267,0.840012726,1.40968156,-1.291271379,1.128625163,2.340491261,0.221724171,-3.809250777,1.544228779,-1.414516924,1.236346921,2.563879719,0.24288666,-4.172825155,10,73,1
12,2019,12,963037.805,1950109.146,1,2,0,1,0,0,0,0,FALSE,13.7690793,0.92685422,1,1.051585391,1.112962631,0.058887414,0.046413826,13.58684471,FALSE,1.051585391,1.112953302,0.058885365,0.046413826,-1,-1,-1,-1.112962631,-0.191141004,-0.665422888,37.9,6.58,31,124.5,29.5,0.24,0,0.08,0,37.9,6.58,31,124.5,29.5,0.24,3.634951112,1.884034745,3.433987204,4.824305716,3.384390263,-1.427116356,37.9,6.58,31,124.5,29.5,0.24,37.9,6.58,31,124.5,29.5,0.24,37.9,6.58,31,124.5,29.5,0.24,37.9,6.58,31,124.5,29.5,0.24,-0.845971926,4.536669592,-0.983103647,1.327326189,0.177173275,1.012525665,-0.738390702,0.811561757,2.201880268,0.761964816,-4.049541803,1.109166293,-0.808866488,0.889021362,2.412038984,0.834690635,-4.436050786,10,30,4
13,2019,13,961672.5858,1952681.086,1,2,1,3,0,0,0,0,FALSE,7.46865444,0.558567775,1,1.420696435,1.60341987,0.234226804,0.15340376,12.53382894,FALSE,1.420696435,1.581238685,0.223552486,0.15340376,-1,-1,-1,-1.60341987,-0.975104783,0.261103051,24.4,6.14,23.1,70.7,11.3,0,0,0.11,0,24.4,6.14,23.1,70.7,11.3,0.065,3.194583132,1.814824742,3.139832618,4.258445573,2.424802726,-2.733368009,24.4,6.14,23.1,70.7,11.3,0.097876663,24.4,6.14,23.1,70.7,11.3,0.064631445,24.4,6.14,23.1,70.7,11.3,0.063912851,24.4,6.14,23.1,70.7,11.3,0.062774919,-1.144782125,5.280559985,-0.790978806,0.812306473,0.544316946,1.183868278,-0.195890112,1.129117763,2.247730719,0.414087871,-4.778914519,1.296862722,-0.214586867,1.236886538,2.462265635,0.453610536,-5.235038565,10,19,1
14,2019,14,964043.6645,1956254.85,1,2,0,1,0,0,0,0,FALSE,10.31386305,0.792838875,1,1.4369614,1.800221078,0.337082733,0.159900123,12.88940639,FALSE,1.4369614,1.736937773,0.302627936,0.159900123,-1,-1,1,1.800221078,0.742634361,0.471358093,35.3,5.35,34.6,123.8,9.3,0.16,0,0.06,0,35.3,5.35,34.6,123.8,9.3,0.16,3.563882964,1.677096561,3.543853682,4.81866736,2.2300144,-1.832581464,35.3,5.35,34.6,123.8,9.3,0.16,35.3,5.35,34.6,123.8,9.3,0.16,35.3,5.35,34.6,123.8,9.3,0.16,35.3,5.35,34.6,123.8,9.3,0.16,-0.384183828,4.910281419,-0.901429397,0.996005086,0.943187507,1.230394047,-0.656392356,1.210364765,2.485178443,-0.103474517,-4.166070381,1.347829148,-0.7190418,1.325888169,2.722376585,-0.113350654,-4.563701448,10,43,1
15,2019,15,965378.345,1957942.54,2,2,0,1,0,0,0,0,FALSE,7.945764019,0.608695652,1,2.544322988,2.758528344,0.820888007,0.737175924,13.68790047,FALSE,2.544322988,2.726258055,0.809589032,0.737175924,-1,-1,-1,-2.758528344,-0.456263583,-2.946683033,33,2.17,11,83.7,34.7,0.11,0,0,0,33,2.17,11,83.7,34.7,0.11,3.496507561,0.774727168,2.397895273,4.427238977,3.546739687,-2.207274913,33,2.17,11,83.7,34.7,0.11,33,2.17,11,83.7,34.7,0.11,33,2.17,11,83.7,34.7,0.11,33,2.17,11,83.7,34.7,0.11,-1.30644151,4.58858181,-1.434962695,2.242831565,-0.035519477,1.423868603,-1.297911791,0.325256314,2.354600019,1.474100728,-4.279913872,1.559769905,-1.421791131,0.35630044,2.579335088,1.614796442,-4.688410744,10,81,2
16,2019,16,955003.9943,1958431.046,1,1,0,1,0,0,0,0,FALSE,10.42029529,0.798976982,1,0.648447824,0.711057854,0.008083313,0.005253451,13.68624544,FALSE,0.648447824,0.692990566,0.007170892,0.005253451,-1,-1,-1,-0.711057854,-0.088900616,0.710691481,21.1,7.79,29.9,101.2,14.3,0.18,0,0.13,0,21.1,7.79,29.9,101.2,14.3,0.18,3.04927304,2.05284086,3.39785848,4.617098757,2.660259537,-1.714798428,21.1,7.79,29.9,101.2,14.3,0.18,21.1,7.79,29.9,101.2,14.3,0.18,21.1,7.79,29.9,101.2,14.3,0.18,21.1,7.79,29.9,101.2,14.3,0.18,-0.596946622,4.672219644,-0.862133067,0.654769371,0.275074086,0.705517666,-0.290914515,1.054103106,2.273343382,0.316504163,-4.058553803,0.772855881,-0.318680884,1.154712098,2.490322903,0.346712939,-4.445922937,10,217,3
17,2019,17,956392.7932,1956316.437,1,1,0,1,0,0,0,0,FALSE,7.605988152,0.571355499,1,2.162560996,2.637484023,0.77609098,0.543401057,13.02190089,FALSE,2.162560996,2.540866564,0.73565977,0.543401057,-1,-1,1,2.637484023,0.964379872,1.688482265,21,5.17,38.8,88.9,4.7,0.11,0,0.16,0,21,5.17,38.8,88.9,4.7,0.11,3.044522438,1.642872689,3.658420247,4.487512143,1.547562509,-2.207274913,21,5.17,38.8,88.9,4.7,0.11,21,5.17,38.8,88.9,4.7,0.11,21,5.17,38.8,88.9,4.7,0.11,21,5.17,38.8,88.9,4.7,0.11,-0.120964033,5.127795392,-0.586256502,0.533310896,1.058510517,1.015586586,-0.386063163,1.629484395,2.458576291,-0.481373343,-4.236210765,1.112519364,-0.422911006,1.78501072,2.693235388,-0.527318077,-4.640536389,10,108,1
18,2019,18,959259.0928,1956726.224,1,2,0,1,0,0,0,0,FALSE,8.367133408,0.650127877,1,1.006720401,1.12295725,0.061110188,0.038529281,14.08474603,FALSE,1.006720401,1.088621396,0.053700865,0.038529281,1,-1,1,1.12295725,1.259136343,-0.637525466,19.9,3.06,22.2,132.2,12.8,0.15,0,0.07,0,19.9,3.06,22.2,132.2,12.8,0.15,2.990719732,1.118414916,3.100092289,4.884315927,2.549445171,-1.897119985,19.9,3.06,22.2,132.2,12.8,0.15,19.9,3.06,22.2,132.2,12.8,0.15,19.9,3.06,22.2,132.2,12.8,0.15,19.9,3.06,22.2,132.2,12.8,0.15,-0.233228814,4.808612986,-1.261636634,1.348580895,0.312028234,0.86640839,-1.005896426,0.975780947,2.760004586,0.425133829,-4.021431327,0.949102838,-1.101904326,1.068914472,3.023433541,0.465710776,-4.405257302,10,57,1
19,2019,19,956526.1426,1959351.603,1,1,0,2,1,1,1,1,TRUE,7.552520758,0.564194373,1,3.880557018,4.625406687,0.999317798,0.98988565,14.08775522,TRUE,3.880557018,4.446472807,0.998620469,0.98988565,1,1,1,4.625406687,2.506141194,2.767783933,14.4,4.1,91,101.3,3.1,0.11,0,0.08,0,14.4,4.1,91,101.3,3.1,0.11,2.667228207,1.410986974,4.510859507,4.618086411,1.131402111,-2.207274913,14.4,4.1,91,101.3,3.1,0.11,14.4,4.1,91,101.3,3.1,0.11,14.4,4.1,91,101.3,3.1,0.11,14.4,4.1,91,101.3,3.1,0.11,0.698943001,5.529108984,-0.075820871,0.398718294,1.085993047,0.645346824,-0.610894409,2.488978124,2.596205029,-0.890479271,-4.229156296,0.706942026,-0.669201296,2.726538927,2.844000116,-0.975471168,-4.632808605,10,96,1
20,2019,20,960235.2004,1958393.972,1,2,1,3,0,0,0,0,FALSE,4.24877112,0.1657289,-1,1.733920004,2.058618402,0.484304252,0.301013033,14.058272,FALSE,1.733920004,1.95623419,0.425395332,0.301013033,1,-1,1,2.058618402,1.589811627,0.037369271,9.3,1.58,20.5,66.2,5.4,0,0,0,0,9.3,1.58,20.5,66.2,5.4,0.065,2.2300144,0.457424847,3.020424886,4.192680463,1.686398954,-2.733368009,9.3,1.58,20.5,66.2,5.4,0.084801093,9.3,1.58,20.5,66.2,5.4,0.02874246,9.3,1.58,20.5,66.2,5.4,0.056207353,9.3,1.58,20.5,66.2,5.4,0.054630399,-0.027719097,5.318428041,-0.828909868,1.225383233,0.384394169,0.783384607,-0.989204946,1.573795093,2.74605067,0.239769161,-4.353794586,0.858154841,-1.083619726,1.724006147,3.008147792,0.262653956,-4.769343011,10,27,4
21,2019,21,958418.5328,1965504.082,1,1,0,1,0,0,0,1,FALSE,10.15077522,0.78056266,1,2.766784202,3.387596802,0.957279133,0.823703552,11.56784837,FALSE,2.766784202,3.261330951,0.940912082,0.823703552,-1,-1,-1,-3.387596802,-0.966576536,1.255956655,51.8,9.3,32.3,67.6,8,0.13,0,0.1,0,51.8,9.3,32.3,67.6,8,0.13,3.947390149,2.2300144,3.47506723,4.213607983,2.079441542,-2.040220829,51.8,9.3,32.3,67.6,8,0.13,51.8,9.3,32.3,67.6,8,0.13,51.8,9.3,32.3,67.6,8,0.13,51.8,9.3,32.3,67.6,8,0.13,-1.064871455,4.804721843,-0.522227175,0.639644602,1.320839127,1.62984007,-0.087535679,1.157517151,1.896057904,-0.238108538,-4.357770908,1.785400343,-0.095890532,1.267996509,2.077027368,-0.260834834,-4.773698853,10,143,3
22,2019,22,959290.7843,1964524.606,1,2,0,1,0,0,0,1,TRUE,14.43299133,0.935549872,1,3.688954264,4.222972262,0.996837514,0.981701978,12.91045106,TRUE,3.688954264,4.100195163,0.995128685,0.981701978,-1,-1,1,4.222972262,0.966790905,-0.175188508,87.9,4.24,26.8,90.5,12.5,0.8,0,0.11,0,87.9,4.24,26.8,90.5,12.5,0.8,4.476199805,1.444563269,3.288401888,4.505349851,2.525728644,-0.223143551,87.9,4.24,26.8,90.5,12.5,0.8,87.9,4.24,26.8,90.5,12.5,0.8,87.9,4.24,26.8,90.5,12.5,0.8,87.9,4.24,26.8,90.5,12.5,0.8,-0.357577954,3.36398177,-0.860512157,1.679044349,1.379191384,1.806683154,-1.224953382,0.618885237,1.8358332,-0.143788007,-2.892660202,1.979122235,-1.341869198,0.677954809,2.011054511,-0.157511869,-3.168750488,10,51,6
23,2019,23,960593.8357,1964299.024,1,2,0,1,0,0,0,0,FALSE,15.20246267,0.949360614,1,1.970876222,2.253273169,0.593473309,0.433816317,14.25384686,FALSE,1.970876222,2.174424077,0.550046732,0.433816317,1,-1,1,2.253273169,2.682360692,0.031608832,38.2,4.09,62.6,273.2,13.2,0.35,0,0.06,245,38.2,4.09,62.6,273.2,13.2,0.35,3.642835516,1.40854497,4.136765278,5.610204128,2.58021683,-1.049822124,38.2,4.09,62.6,273.2,13.2,0.35,38.2,4.09,62.6,273.2,13.2,0.35,38.2,4.09,62.6,273.2,13.2,0.35,38.2,4.09,62.6,273.2,13.2,0.35,0.435008952,4.836359772,-1.041878602,1.390478329,0.751384879,0.921378083,-1.312912463,1.415307845,2.888746695,-0.141240603,-3.771279557,1.00931912,-1.438223544,1.550392065,3.164463455,-0.154721329,-4.131229768,10,36,1
24,2019,24,962095.628,1958211.254,1,1,0,1,0,0,0,0,FALSE,10.10475641,0.779028133,1,1.631009848,1.880161614,0.381902734,0.247800337,13.36975659,FALSE,1.631009848,1.843784367,0.361360138,0.247800337,-1,-1,1,1.880161614,1.572423893,-0.412416184,36.7,3.3,27.3,151.8,10.1,0.21,0,0.17,0,36.7,3.3,27.3,151.8,10.1,0.21,3.602776755,1.193922468,3.306886702,5.022563865,2.312535424,-1.560647748,36.7,3.3,27.3,151.8,10.1,0.21,36.7,3.3,27.3,151.8,10.1,0.21,36.7,3.3,27.3,151.8,10.1,0.21,36.7,3.3,27.3,151.8,10.1,0.21,-0.138980712,4.674747505,-1.213166956,1.440082471,0.912338395,1.289770511,-1.119083776,0.993880458,2.709557621,-0.000470821,-3.873653993,1.412872805,-1.225894856,1.088741492,2.968171659,-0.000515758,-4.243375343,10,20,7
25,2019,25,951170.7769,1959995.164,1,1,0,1,0,0,0,0,FALSE,10.58904908,0.807672634,1,2.066601158,2.173785855,0.549689858,0.488883723,14.27884108,FALSE,2.066601158,2.165982977,0.545320653,0.488883723,1,-1,1,2.173785855,0.960956169,-1.761541583,30.7,2.56,22.3,117,27.5,0.25,0,0.09,0,30.7,2.56,22.3,117,27.5,0.25,3.424262655,0.940007258,3.104586678,4.762173935,3.314186005,-1.386294361,30.7,2.56,22.3,117,27.5,0.25,30.7,2.56,22.3,117,27.5,0.25,30.7,2.56,22.3,117,27.5,0.25,30.7,2.56,22.3,117,27.5,0.25,-0.489077233,4.343496178,-1.172091189,1.983447433,0.077835946,1.064442293,-1.419813103,0.744766317,2.402353573,0.954365643,-3.746114723,1.16603811,-1.555327328,0.815850624,2.631646486,1.045455182,-4.103663073,10,104,1
26,2019,26,950211.2587,1958511.984,1,2,1,3,0,0,0,0,FALSE,9.443737385,0.738618926,1,1.8692348,2.00195238,0.45170843,0.375710166,13.31817387,FALSE,1.8692348,1.978373966,0.438131483,0.375710166,-1,-1,-1,-2.00195238,-1.282395869,-1.769609571,29.4,4.96,20.8,100.4,36.9,0,0,0.06,0,29.4,4.96,20.8,100.4,36.9,0.065,3.380994674,1.601405741,3.034952987,4.609162207,3.608211551,-2.733368009,29.4,4.96,20.8,100.4,36.9,0.055700916,29.4,4.96,20.8,100.4,36.9,0.098255012,29.4,4.96,20.8,100.4,36.9,0.064577092,29.4,4.96,20.8,100.4,36.9,0.063126395,-1.514239068,5.376363717,-1.113134015,1.545789181,-0.160666594,1.135642863,-0.643946071,0.789601175,2.363810396,1.36285974,-5.007968104,1.244034427,-0.705407577,0.86496475,2.589424551,1.492938044,-5.485954196,10,80,3
27,2019,27,951203.0195,1953582.996,1,1,0,1,0,0,0,0,FALSE,8.465973011,0.656777494,1,2.033345258,2.366261937,0.652808717,0.469780618,14.279355,FALSE,2.033345258,2.290724469,0.613562862,0.469780618,1,-1,1,2.366261937,2.757724964,0.807612875,19.6,2.78,34.5,139.5,5.4,0.26,0,0.18,0,19.6,2.78,34.5,139.5,5.4,0.26,2.975529566,1.022450928,3.540959324,4.938064601,1.686398954,-1.347073648,19.6,2.78,34.5,139.5,5.4,0.26,19.6,2.78,34.5,139.5,5.4,0.26,19.6,2.78,34.5,139.5,5.4,0.26,19.6,2.78,34.5,139.5,5.4,0.26,0.590968317,4.56142805,-0.987902616,1.068396662,0.911552998,0.839474612,-1.113604026,1.40490437,2.802009647,-0.449656001,-3.483128602,0.919598363,-1.219892091,1.538995629,3.06944778,-0.492573469,-3.815576212,10,154,3
28,2019,28,950018.779,1951472.367,1,2,0,1,0,0,0,0,FALSE,10.46415572,0.803069054,1,1.238779186,1.316390757,0.115268911,0.090954156,13.57860988,FALSE,1.238779186,1.313216969,0.1142061,0.090954156,-1,-1,-1,-1.316390757,-0.647149585,-1.162363115,29.2,5.18,21.2,98.8,29.6,0.14,0,0,0,29.2,5.18,21.2,98.8,29.6,0.14,3.374168709,1.644805056,3.054001182,4.593097605,3.387774361,-1.966112856,29.2,5.18,21.2,98.8,29.6,0.14,29.2,5.18,21.2,98.8,29.6,0.14,29.2,5.18,21.2,98.8,29.6,0.14,29.2,5.18,21.2,98.8,29.6,0.14,-1.112787757,4.727239432,-1.088305518,1.417573994,-0.009620649,1.026213033,-0.70315062,0.706045506,2.245141929,1.039818685,-4.314068533,1.124160054,-0.770262912,0.7734341,2.459429758,1.139064299,-4.7258253,10,36,6
29,2019,29,951377.8637,1948919.658,1,2,0,1,0,0,0,0,FALSE,7.182334236,0.526342711,1,1.846736502,2.101701408,0.508955426,0.363018968,13.97272502,FALSE,1.846736502,2.029868226,0.467780174,0.363018968,1,-1,1,2.101701408,2.064933792,0.168590053,19.6,2.14,27.8,89.8,6.9,0.19,0,0,0,19.6,2.14,27.8,89.8,6.9,0.19,2.975529566,0.760805829,3.325036021,4.497584975,1.931521412,-1.660731207,19.6,2.14,27.8,89.8,6.9,0.19,19.6,2.14,27.8,89.8,6.9,0.19,19.6,2.14,27.8,89.8,6.9,0.19,19.6,2.14,27.8,89.8,6.9,0.19,0.20168812,4.549553001,-0.829117317,1.382099815,0.738225246,1.003905134,-1.210818604,1.353411588,2.525960543,-0.040103021,-3.632355639,1.099722974,-1.326385325,1.482588113,2.767051137,-0.043930659,-3.979046241,10,52,1
30,2019,30,951439.7847,1949117.354,1,2,0,1,0,0,0,0,FALSE,13.04720662,0.902813299,1,1.479058001,1.589078531,0.227300347,0.177376771,13.51852613,FALSE,1.479058001,1.577786192,0.221910795,0.177376771,-1,-1,-1,-1.589078531,-0.722720329,-1.478318157,39.6,5.89,26.3,121.4,41.4,0.16,0,0.05,16,39.6,5.89,26.3,121.4,41.4,0.16,3.678829118,1.773255998,3.269568939,4.799090879,3.723280881,-1.832581464,39.6,5.89,26.3,121.4,41.4,0.16,39.6,5.89,26.3,121.4,41.4,0.16,39.6,5.89,26.3,121.4,41.4,0.16,39.6,5.89,26.3,121.4,41.4,0.16,-1.199959155,4.790313076,-1.081535335,1.574041294,-0.031432143,1.11025506,-0.795318061,0.700994881,2.23051682,1.154706822,-4.401155522,1.216223482,-0.871227285,0.767901418,2.443408755,1.264917948,-4.821224317,10,29,1
